[2026-04-29 14:38:44] [INFO] Payment processing started for request: {"student_id":"442","amount":"12600","payment_mode":"cash"} | User ID: 31 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:31:21] [INFO] Payment transaction committed successfully for student 3279. Receipt No:  | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:31:21] [INFO] Updated student requirement flags for student 3279: transport_required = 'Yes' | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:33:01] [INFO] Payment processing started for request: {"student_id":"2769","amount":"1800","payment_mode":"cash"} | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:33:01] [INFO] Payment validation passed for student 2769. Proceeding with payment record creation. | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:33:01] [INFO] Database transaction started for student 2769 payment processing. | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:33:01] [INFO] Payment record created: ID 2471, Receipt: , Component: transport_fee | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:33:01] [INFO] Synchronized tbl_student_fee_allocation for student 2769 | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:33:02] [INFO] Attempting to enroll student 2769 after payment. | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:33:02] [INFO] Student 2769 enrolled successfully. Enrollment ID: 1996 | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:33:02] [INFO] Payment transaction log created for payment ID: 2471 | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:33:02] [INFO] Payment transaction committed successfully for student 2769. Receipt No:  | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:33:02] [INFO] Updated student requirement flags for student 2769: transport_required = 'Yes' | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:34:54] [INFO] Payment processing started for request: {"student_id":"1075","amount":"1800","payment_mode":"cash"} | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:34:54] [INFO] Payment validation passed for student 1075. Proceeding with payment record creation. | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:34:54] [INFO] Database transaction started for student 1075 payment processing. | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:34:54] [INFO] Payment record created: ID 2472, Receipt: , Component: transport_fee | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:34:54] [INFO] Synchronized tbl_student_fee_allocation for student 1075 | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:34:54] [INFO] Attempting to enroll student 1075 after payment. | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:34:54] [INFO] Student 1075 enrolled successfully. Enrollment ID: 1997 | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:34:54] [INFO] Payment transaction log created for payment ID: 2472 | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:34:54] [INFO] Payment transaction committed successfully for student 1075. Receipt No:  | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:34:54] [INFO] Updated student requirement flags for student 1075: transport_required = 'Yes' | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:42:52] [INFO] Payment processing started for request: {"student_id":"241","amount":"1800","payment_mode":"cash"} | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:42:52] [INFO] Payment validation passed for student 241. Proceeding with payment record creation. | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:42:52] [INFO] Database transaction started for student 241 payment processing. | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:42:52] [INFO] Payment record created: ID 2473, Receipt: , Component: transport_fee | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:42:52] [INFO] Synchronized tbl_student_fee_allocation for student 241 | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:42:52] [INFO] Payment transaction log created for payment ID: 2473 | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:42:52] [INFO] Payment transaction committed successfully for student 241. Receipt No:  | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:42:52] [INFO] Updated student requirement flags for student 241: transport_required = 'Yes' | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:44:58] [INFO] Payment processing started for request: {"student_id":"944","amount":"1800","payment_mode":"cash"} | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:44:58] [INFO] Payment validation passed for student 944. Proceeding with payment record creation. | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:44:58] [INFO] Database transaction started for student 944 payment processing. | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:44:58] [INFO] Payment record created: ID 2474, Receipt: , Component: transport_fee | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:44:58] [INFO] Synchronized tbl_student_fee_allocation for student 944 | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:44:58] [INFO] Attempting to enroll student 944 after payment. | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:44:58] [INFO] Student 944 enrolled successfully. Enrollment ID: 1998 | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:44:58] [INFO] Payment transaction log created for payment ID: 2474 | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:44:58] [INFO] Payment transaction committed successfully for student 944. Receipt No:  | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:45:00] [INFO] Updated student requirement flags for student 944: transport_required = 'Yes' | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:45:34] [INFO] Payment processing started for request: {"student_id":"509","amount":"1800","payment_mode":"cash"} | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:45:34] [INFO] Payment validation passed for student 509. Proceeding with payment record creation. | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:45:34] [INFO] Database transaction started for student 509 payment processing. | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:45:34] [INFO] Payment record created: ID 2475, Receipt: , Component: transport_fee | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:45:34] [INFO] Synchronized tbl_student_fee_allocation for student 509 | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:45:34] [INFO] Attempting to enroll student 509 after payment. | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:45:34] [INFO] Student 509 enrolled successfully. Enrollment ID: 1999 | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:45:34] [INFO] Payment transaction log created for payment ID: 2475 | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:45:34] [INFO] Payment transaction committed successfully for student 509. Receipt No:  | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:45:34] [INFO] Updated student requirement flags for student 509: transport_required = 'Yes' | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:46:10] [INFO] Payment processing started for request: {"student_id":"2806","amount":"1800","payment_mode":"cash"} | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:46:10] [INFO] Payment validation passed for student 2806. Proceeding with payment record creation. | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:46:10] [INFO] Database transaction started for student 2806 payment processing. | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:46:10] [INFO] Payment record created: ID 2476, Receipt: , Component: transport_fee | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:46:10] [INFO] Synchronized tbl_student_fee_allocation for student 2806 | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:46:10] [INFO] Attempting to enroll student 2806 after payment. | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:46:10] [INFO] Student 2806 enrolled successfully. Enrollment ID: 2000 | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:46:10] [INFO] Payment transaction log created for payment ID: 2476 | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:46:10] [INFO] Payment transaction committed successfully for student 2806. Receipt No:  | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:46:10] [INFO] Updated student requirement flags for student 2806: transport_required = 'Yes' | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:48:49] [INFO] Payment processing started for request: {"student_id":"591","amount":"1800","payment_mode":"cash"} | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:48:49] [INFO] Payment validation passed for student 591. Proceeding with payment record creation. | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:48:49] [INFO] Database transaction started for student 591 payment processing. | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:48:49] [INFO] Payment record created: ID 2477, Receipt: , Component: transport_fee | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:48:49] [INFO] Synchronized tbl_student_fee_allocation for student 591 | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:48:49] [INFO] Attempting to enroll student 591 after payment. | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:48:49] [INFO] Student 591 enrolled successfully. Enrollment ID: 2001 | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:48:49] [INFO] Payment transaction log created for payment ID: 2477 | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:48:49] [INFO] Payment transaction committed successfully for student 591. Receipt No:  | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
[2026-04-29 17:48:49] [INFO] Updated student requirement flags for student 591: transport_required = 'Yes' | User ID: 69 | URI: /counselling-backend/index.php?route=payments/payment-save
